_id,code_snippets,constraint,description.description_img_source,description.description_text,examples,kebabCaseName,name
63b595108ad4593d6b7b01f1,"[{""lang"":""Python3"",""langSlug"":""python3"",""code"":""# Definition for singly-linked list.\n# class ListNode:\n#     def __init__(self, val=0, next=None):\n#         self.val = val\n#         self.next = next\nclass Solution:\n    def removeNthFromEnd(self, head: Optional[ListNode], n: int) -> Optional[ListNode]:\n        ""},{""lang"":""JavaScript"",""langSlug"":""javascript"",""code"":""/**\n * Definition for singly-linked list.\n * function ListNode(val, next) {\n *     this.val = (val===undefined ? 0 : val)\n *     this.next = (next===undefined ? null : next)\n * }\n */\n/**\n * @param {ListNode} head\n * @param {number} n\n * @return {ListNode}\n */\nvar removeNthFromEnd = function(head, n) {\n    \n};""}]","

The number of nodes in the list is sz.
1 <= sz <= 30
0 <= Node.val <= 100
1 <= n <= sz

 
Follow up: Could you do this in one pass?
",null,"Given the head of a linked list, remove the nth node from the end of the list and return its head.
 
","[{""example_text"":""\nInput: head = [1,2,3,4,5], n = 2\nOutput: [1,2,3,5]\n"",""example_img_source"":""https://assets.leetcode.com/uploads/2020/10/03/remove_ex1.jpg""},{""example_text"":""\nInput: head = [1], n = 1\nOutput: []\n"",""example_img_source"":null},{""example_text"":""\nInput: head = [1,2], n = 1\nOutput: [1]\n"",""example_img_source"":null}]",remove-nth-node-from-end-of-list,Remove Nth Node From End Of List
63b595118ad4593d6b7b01f2,"[{""lang"":""Python3"",""langSlug"":""python3"",""code"":""\""\""\""\n# Definition for a Node.\nclass Node:\n    def __init__(self, x: int, next: 'Node' = None, random: 'Node' = None):\n        self.val = int(x)\n        self.next = next\n        self.random = random\n\""\""\""\n\nclass Solution:\n    def copyRandomList(self, head: 'Optional[Node]') -> 'Optional[Node]':\n        ""},{""lang"":""JavaScript"",""langSlug"":""javascript"",""code"":""/**\n * // Definition for a Node.\n * function Node(val, next, random) {\n *    this.val = val;\n *    this.next = next;\n *    this.random = random;\n * };\n */\n\n/**\n * @param {Node} head\n * @return {Node}\n */\nvar copyRandomList = function(head) {\n    \n};""}]","

0 <= n <= 1000
-104 <= Node.val <= 104
Node.random is null or is pointing to some node in the linked list.

",null,"A linked list of length n is given such that each node contains an additional random pointer, which could point to any node in the list, or null.
Construct a deep copy of the list. The deep copy should consist of exactly n brand new nodes, where each new node has its value set to the value of its corresponding original node. Both the next and random pointer of the new nodes should point to new nodes in the copied list such that the pointers in the original list and copied list represent the same list state. None of the pointers in the new list should point to nodes in the original list.
For example, if there are two nodes X and Y in the original list, where X.random --> Y, then for the corresponding two nodes x and y in the copied list, x.random --> y.
Return the head of the copied linked list.
The linked list is represented in the input/output as a list of n nodes. Each node is represented as a pair of [val, random_index] where:

val: an integer representing Node.val
random_index: the index of the node (range from 0 to n-1) that the random pointer points to, or null if it does not point to any node.

Your code will only be given the head of the original linked list.
 
","[{""example_text"":""\nInput: head = [[7,null],[13,0],[11,4],[10,2],[1,0]]\nOutput: [[7,null],[13,0],[11,4],[10,2],[1,0]]\n"",""example_img_source"":""https://assets.leetcode.com/uploads/2019/12/18/e1.png""},{""example_text"":""\nInput: head = [[1,1],[2,1]]\nOutput: [[1,1],[2,1]]\n"",""example_img_source"":""https://assets.leetcode.com/uploads/2019/12/18/e2.png""},{""example_text"":""\nInput: head = [[3,null],[3,0],[3,null]]\nOutput: [[3,null],[3,0],[3,null]]\n"",""example_img_source"":""https://assets.leetcode.com/uploads/2019/12/18/e3.png""}]",copy-list-with-random-pointer,Copy List With Random Pointer
63b595128ad4593d6b7b01f3,"[{""lang"":""Python3"",""langSlug"":""python3"",""code"":""# Definition for singly-linked list.\n# class ListNode:\n#     def __init__(self, val=0, next=None):\n#         self.val = val\n#         self.next = next\nclass Solution:\n    def addTwoNumbers(self, l1: Optional[ListNode], l2: Optional[ListNode]) -> Optional[ListNode]:\n        ""},{""lang"":""JavaScript"",""langSlug"":""javascript"",""code"":""/**\n * Definition for singly-linked list.\n * function ListNode(val, next) {\n *     this.val = (val===undefined ? 0 : val)\n *     this.next = (next===undefined ? null : next)\n * }\n */\n/**\n * @param {ListNode} l1\n * @param {ListNode} l2\n * @return {ListNode}\n */\nvar addTwoNumbers = function(l1, l2) {\n    \n};""}]","

The number of nodes in each linked list is in the range [1, 100].
0 <= Node.val <= 9
It is guaranteed that the list represents a number that does not have leading zeros.

",null,"You are given two non-empty linked lists representing two non-negative integers. The digits are stored in reverse order, and each of their nodes contains a single digit. Add the two numbers and return the sum as a linked list.
You may assume the two numbers do not contain any leading zero, except the number 0 itself.
 
","[{""example_text"":""\nInput: l1 = [2,4,3], l2 = [5,6,4]\nOutput: [7,0,8]\nExplanation: 342 + 465 = 807.\n"",""example_img_source"":""https://assets.leetcode.com/uploads/2020/10/02/addtwonumber1.jpg""},{""example_text"":""\nInput: l1 = [0], l2 = [0]\nOutput: [0]\n"",""example_img_source"":null},{""example_text"":""\nInput: l1 = [9,9,9,9,9,9,9], l2 = [9,9,9,9]\nOutput: [8,9,9,9,0,0,0,1]\n"",""example_img_source"":null}]",add-two-numbers,Add Two Numbers
63b595148ad4593d6b7b01f4,"[{""lang"":""Python3"",""langSlug"":""python3"",""code"":""# Definition for singly-linked list.\n# class ListNode:\n#     def __init__(self, x):\n#         self.val = x\n#         self.next = None\n\nclass Solution:\n    def hasCycle(self, head: Optional[ListNode]) -> bool:\n        ""},{""lang"":""JavaScript"",""langSlug"":""javascript"",""code"":""/**\n * Definition for singly-linked list.\n * function ListNode(val) {\n *     this.val = val;\n *     this.next = null;\n * }\n */\n\n/**\n * @param {ListNode} head\n * @return {boolean}\n */\nvar hasCycle = function(head) {\n    \n};""}]","

The number of the nodes in the list is in the range [0, 104].
-105 <= Node.val <= 105
pos is -1 or a valid index in the linked-list.

 
Follow up: Can you solve it using O(1) (i.e. constant) memory?
",null,"Given head, the head of a linked list, determine if the linked list has a cycle in it.
There is a cycle in a linked list if there is some node in the list that can be reached again by continuously following the next pointer. Internally, pos is used to denote the index of the node that tail's next pointer is connected to. Note that pos is not passed as a parameter.
Return true if there is a cycle in the linked list. Otherwise, return false.
 
","[{""example_text"":""\nInput: head = [3,2,0,-4], pos = 1\nOutput: true\nExplanation: There is a cycle in the linked list, where the tail connects to the 1st node (0-indexed).\n"",""example_img_source"":""https://assets.leetcode.com/uploads/2018/12/07/circularlinkedlist.png""},{""example_text"":""\nInput: head = [1,2], pos = 0\nOutput: true\nExplanation: There is a cycle in the linked list, where the tail connects to the 0th node.\n"",""example_img_source"":""https://assets.leetcode.com/uploads/2018/12/07/circularlinkedlist_test2.png""},{""example_text"":""\nInput: head = [1], pos = -1\nOutput: false\nExplanation: There is no cycle in the linked list.\n"",""example_img_source"":""https://assets.leetcode.com/uploads/2018/12/07/circularlinkedlist_test3.png""}]",linked-list-cycle,Linked List Cycle
63b595148ad4593d6b7b01f5,"[{""lang"":""Python3"",""langSlug"":""python3"",""code"":""class Solution:\n    def findDuplicate(self, nums: List[int]) -> int:\n        ""},{""lang"":""JavaScript"",""langSlug"":""javascript"",""code"":""/**\n * @param {number[]} nums\n * @return {number}\n */\nvar findDuplicate = function(nums) {\n    \n};""}]","

1 <= n <= 105
nums.length == n + 1
1 <= nums[i] <= n
All the integers in nums appear only once except for precisely one integer which appears two or more times.

 
Follow up:

How can we prove that at least one duplicate number must exist in nums?
Can you solve the problem in linear runtime complexity?

",null,"Given an array of integers nums containing n + 1 integers where each integer is in the range [1, n] inclusive.
There is only one repeated number in nums, return this repeated number.
You must solve the problem without modifying the array nums and uses only constant extra space.
 
","[{""example_text"":""\nInput: nums = [1,3,4,2,2]\nOutput: 2\n"",""example_img_source"":null},{""example_text"":""\nInput: nums = [3,1,3,4,2]\nOutput: 3\n"",""example_img_source"":null}]",find-the-duplicate-number,Find The Duplicate Number
63b595158ad4593d6b7b01f6,"[{""lang"":""Python3"",""langSlug"":""python3"",""code"":""class LRUCache:\n\n    def __init__(self, capacity: int):\n        \n\n    def get(self, key: int) -> int:\n        \n\n    def put(self, key: int, value: int) -> None:\n        \n\n\n# Your LRUCache object will be instantiated and called as such:\n# obj = LRUCache(capacity)\n# param_1 = obj.get(key)\n# obj.put(key,value)""},{""lang"":""JavaScript"",""langSlug"":""javascript"",""code"":""/**\n * @param {number} capacity\n */\nvar LRUCache = function(capacity) {\n    \n};\n\n/** \n * @param {number} key\n * @return {number}\n */\nLRUCache.prototype.get = function(key) {\n    \n};\n\n/** \n * @param {number} key \n * @param {number} value\n * @return {void}\n */\nLRUCache.prototype.put = function(key, value) {\n    \n};\n\n/** \n * Your LRUCache object will be instantiated and called as such:\n * var obj = new LRUCache(capacity)\n * var param_1 = obj.get(key)\n * obj.put(key,value)\n */""}]","

1 <= capacity <= 3000
0 <= key <= 104
0 <= value <= 105
At most 2 * 105 calls will be made to get and put.

",null,"Design a data structure that follows the constraints of a Least Recently Used (LRU) cache.
Implement the LRUCache class:

LRUCache(int capacity) Initialize the LRU cache with positive size capacity.
int get(int key) Return the value of the key if the key exists, otherwise return -1.
void put(int key, int value) Update the value of the key if the key exists. Otherwise, add the key-value pair to the cache. If the number of keys exceeds the capacity from this operation, evict the least recently used key.

The functions get and put must each run in O(1) average time complexity.
 
","[{""example_text"":""\nInput\n[\""LRUCache\"", \""put\"", \""put\"", \""get\"", \""put\"", \""get\"", \""put\"", \""get\"", \""get\"", \""get\""]\n[[2], [1, 1], [2, 2], [1], [3, 3], [2], [4, 4], [1], [3], [4]]\nOutput\n[null, null, null, 1, null, -1, null, -1, 3, 4]\n\nExplanation\nLRUCache lRUCache = new LRUCache(2);\nlRUCache.put(1, 1); // cache is {1=1}\nlRUCache.put(2, 2); // cache is {1=1, 2=2}\nlRUCache.get(1);    // return 1\nlRUCache.put(3, 3); // LRU key was 2, evicts key 2, cache is {1=1, 3=3}\nlRUCache.get(2);    // returns -1 (not found)\nlRUCache.put(4, 4); // LRU key was 1, evicts key 1, cache is {4=4, 3=3}\nlRUCache.get(1);    // return -1 (not found)\nlRUCache.get(3);    // return 3\nlRUCache.get(4);    // return 4\n"",""example_img_source"":null}]",lru-cache,Lru Cache
63b595168ad4593d6b7b01f7,"[{""lang"":""Python3"",""langSlug"":""python3"",""code"":""# Definition for singly-linked list.\n# class ListNode:\n#     def __init__(self, val=0, next=None):\n#         self.val = val\n#         self.next = next\nclass Solution:\n    def mergeKLists(self, lists: List[Optional[ListNode]]) -> Optional[ListNode]:\n        ""},{""lang"":""JavaScript"",""langSlug"":""javascript"",""code"":""/**\n * Definition for singly-linked list.\n * function ListNode(val, next) {\n *     this.val = (val===undefined ? 0 : val)\n *     this.next = (next===undefined ? null : next)\n * }\n */\n/**\n * @param {ListNode[]} lists\n * @return {ListNode}\n */\nvar mergeKLists = function(lists) {\n    \n};""}]","

k == lists.length
0 <= k <= 104
0 <= lists[i].length <= 500
-104 <= lists[i][j] <= 104
lists[i] is sorted in ascending order.
The sum of lists[i].length will not exceed 104.

",null,"You are given an array of k linked-lists lists, each linked-list is sorted in ascending order.
Merge all the linked-lists into one sorted linked-list and return it.
 
","[{""example_text"":""\nInput: lists = [[1,4,5],[1,3,4],[2,6]]\nOutput: [1,1,2,3,4,4,5,6]\nExplanation: The linked-lists are:\n[\n  1->4->5,\n  1->3->4,\n  2->6\n]\nmerging them into one sorted list:\n1->1->2->3->4->4->5->6\n"",""example_img_source"":null},{""example_text"":""\nInput: lists = []\nOutput: []\n"",""example_img_source"":null},{""example_text"":""\nInput: lists = [[]]\nOutput: []\n"",""example_img_source"":null}]",merge-k-sorted-lists,Merge K Sorted Lists
63b595178ad4593d6b7b01f8,"[{""lang"":""Python3"",""langSlug"":""python3"",""code"":""# Definition for singly-linked list.\n# class ListNode:\n#     def __init__(self, val=0, next=None):\n#         self.val = val\n#         self.next = next\nclass Solution:\n    def reverseKGroup(self, head: Optional[ListNode], k: int) -> Optional[ListNode]:\n        ""},{""lang"":""JavaScript"",""langSlug"":""javascript"",""code"":""/**\n * Definition for singly-linked list.\n * function ListNode(val, next) {\n *     this.val = (val===undefined ? 0 : val)\n *     this.next = (next===undefined ? null : next)\n * }\n */\n/**\n * @param {ListNode} head\n * @param {number} k\n * @return {ListNode}\n */\nvar reverseKGroup = function(head, k) {\n    \n};""}]","

The number of nodes in the list is n.
1 <= k <= n <= 5000
0 <= Node.val <= 1000

 
Follow-up: Can you solve the problem in O(1) extra memory space?
",null,"Given the head of a linked list, reverse the nodes of the list k at a time, and return the modified list.
k is a positive integer and is less than or equal to the length of the linked list. If the number of nodes is not a multiple of k then left-out nodes, in the end, should remain as it is.
You may not alter the values in the list's nodes, only nodes themselves may be changed.
 
","[{""example_text"":""\nInput: head = [1,2,3,4,5], k = 2\nOutput: [2,1,4,3,5]\n"",""example_img_source"":""https://assets.leetcode.com/uploads/2020/10/03/reverse_ex1.jpg""},{""example_text"":""\nInput: head = [1,2,3,4,5], k = 3\nOutput: [3,2,1,4,5]\n"",""example_img_source"":""https://assets.leetcode.com/uploads/2020/10/03/reverse_ex2.jpg""}]",reverse-nodes-in-k-group,Reverse Nodes In K Group
63b595188ad4593d6b7b01f9,"[{""lang"":""Python3"",""langSlug"":""python3"",""code"":""# Definition for a binary tree node.\n# class TreeNode:\n#     def __init__(self, val=0, left=None, right=None):\n#         self.val = val\n#         self.left = left\n#         self.right = right\nclass Solution:\n    def invertTree(self, root: Optional[TreeNode]) -> Optional[TreeNode]:\n        ""},{""lang"":""JavaScript"",""langSlug"":""javascript"",""code"":""/**\n * Definition for a binary tree node.\n * function TreeNode(val, left, right) {\n *     this.val = (val===undefined ? 0 : val)\n *     this.left = (left===undefined ? null : left)\n *     this.right = (right===undefined ? null : right)\n * }\n */\n/**\n * @param {TreeNode} root\n * @return {TreeNode}\n */\nvar invertTree = function(root) {\n    \n};""}]","

The number of nodes in the tree is in the range [0, 100].
-100 <= Node.val <= 100

",null,"Given the root of a binary tree, invert the tree, and return its root.
 
","[{""example_text"":""\nInput: root = [4,2,7,1,3,6,9]\nOutput: [4,7,2,9,6,3,1]\n"",""example_img_source"":""https://assets.leetcode.com/uploads/2021/03/14/invert1-tree.jpg""},{""example_text"":""\nInput: root = [2,1,3]\nOutput: [2,3,1]\n"",""example_img_source"":""https://assets.leetcode.com/uploads/2021/03/14/invert2-tree.jpg""},{""example_text"":""\nInput: root = []\nOutput: []\n"",""example_img_source"":null}]",invert-binary-tree,Invert Binary Tree
63b595198ad4593d6b7b01fa,"[{""lang"":""Python3"",""langSlug"":""python3"",""code"":""# Definition for a binary tree node.\n# class TreeNode:\n#     def __init__(self, val=0, left=None, right=None):\n#         self.val = val\n#         self.left = left\n#         self.right = right\nclass Solution:\n    def maxDepth(self, root: Optional[TreeNode]) -> int:\n        ""},{""lang"":""JavaScript"",""langSlug"":""javascript"",""code"":""/**\n * Definition for a binary tree node.\n * function TreeNode(val, left, right) {\n *     this.val = (val===undefined ? 0 : val)\n *     this.left = (left===undefined ? null : left)\n *     this.right = (right===undefined ? null : right)\n * }\n */\n/**\n * @param {TreeNode} root\n * @return {number}\n */\nvar maxDepth = function(root) {\n    \n};""}]","

The number of nodes in the tree is in the range [0, 104].
-100 <= Node.val <= 100

",null,"Given the root of a binary tree, return its maximum depth.
A binary tree's maximum depth is the number of nodes along the longest path from the root node down to the farthest leaf node.
 
","[{""example_text"":""\nInput: root = [3,9,20,null,null,15,7]\nOutput: 3\n"",""example_img_source"":""https://assets.leetcode.com/uploads/2020/11/26/tmp-tree.jpg""},{""example_text"":""\nInput: root = [1,null,2]\nOutput: 2\n"",""example_img_source"":null}]",maximum-depth-of-binary-tree,Maximum Depth Of Binary Tree
63b595388ad4593d6b7b01fb,"[{""lang"":""Python3"",""langSlug"":""python3"",""code"":""class Solution:\n    def climbStairs(self, n: int) -> int:\n        ""},{""lang"":""JavaScript"",""langSlug"":""javascript"",""code"":""/**\n * @param {number} n\n * @return {number}\n */\nvar climbStairs = function(n) {\n    \n};""}]","

1 <= n <= 45

",null,"You are climbing a staircase. It takes n steps to reach the top.
Each time you can either climb 1 or 2 steps. In how many distinct ways can you climb to the top?
 
","[{""example_text"":""\nInput: n = 2\nOutput: 2\nExplanation: There are two ways to climb to the top.\n1. 1 step + 1 step\n2. 2 steps\n"",""example_img_source"":null},{""example_text"":""\nInput: n = 3\nOutput: 3\nExplanation: There are three ways to climb to the top.\n1. 1 step + 1 step + 1 step\n2. 1 step + 2 steps\n3. 2 steps + 1 step\n"",""example_img_source"":null}]",climbing-stairs,Climbing Stairs
63b595398ad4593d6b7b01fc,"[{""lang"":""Python3"",""langSlug"":""python3"",""code"":""class Solution:\n    def minCostClimbingStairs(self, cost: List[int]) -> int:\n        ""},{""lang"":""JavaScript"",""langSlug"":""javascript"",""code"":""/**\n * @param {number[]} cost\n * @return {number}\n */\nvar minCostClimbingStairs = function(cost) {\n    \n};""}]","

2 <= cost.length <= 1000
0 <= cost[i] <= 999

",null,"You are given an integer array cost where cost[i] is the cost of ith step on a staircase. Once you pay the cost, you can either climb one or two steps.
You can either start from the step with index 0, or the step with index 1.
Return the minimum cost to reach the top of the floor.
 
","[{""example_text"":""\nInput: cost = [10,15,20]\nOutput: 15\nExplanation: You will start at index 1.\n- Pay 15 and climb two steps to reach the top.\nThe total cost is 15.\n"",""example_img_source"":null},{""example_text"":""\nInput: cost = [1,100,1,1,1,100,1,1,100,1]\nOutput: 6\nExplanation: You will start at index 0.\n- Pay 1 and climb two steps to reach index 2.\n- Pay 1 and climb two steps to reach index 4.\n- Pay 1 and climb two steps to reach index 6.\n- Pay 1 and climb one step to reach index 7.\n- Pay 1 and climb two steps to reach index 9.\n- Pay 1 and climb one step to reach the top.\nThe total cost is 6.\n"",""example_img_source"":null}]",min-cost-climbing-stairs,Min Cost Climbing Stairs
63b5953a8ad4593d6b7b01fd,"[{""lang"":""Python3"",""langSlug"":""python3"",""code"":""class Solution:\n    def rob(self, nums: List[int]) -> int:\n        ""},{""lang"":""JavaScript"",""langSlug"":""javascript"",""code"":""/**\n * @param {number[]} nums\n * @return {number}\n */\nvar rob = function(nums) {\n    \n};""}]","

1 <= nums.length <= 100
0 <= nums[i] <= 400

",null,"You are a professional robber planning to rob houses along a street. Each house has a certain amount of money stashed, the only constraint stopping you from robbing each of them is that adjacent houses have security systems connected and it will automatically contact the police if two adjacent houses were broken into on the same night.
Given an integer array nums representing the amount of money of each house, return the maximum amount of money you can rob tonight without alerting the police.
 
","[{""example_text"":""\nInput: nums = [1,2,3,1]\nOutput: 4\nExplanation: Rob house 1 (money = 1) and then rob house 3 (money = 3).\nTotal amount you can rob = 1 + 3 = 4.\n"",""example_img_source"":null},{""example_text"":""\nInput: nums = [2,7,9,3,1]\nOutput: 12\nExplanation: Rob house 1 (money = 2), rob house 3 (money = 9) and rob house 5 (money = 1).\nTotal amount you can rob = 2 + 9 + 1 = 12.\n"",""example_img_source"":null}]",house-robber,House Robber
63b5953b8ad4593d6b7b01fe,"[{""lang"":""Python3"",""langSlug"":""python3"",""code"":""class Solution:\n    def rob(self, nums: List[int]) -> int:\n        ""},{""lang"":""JavaScript"",""langSlug"":""javascript"",""code"":""/**\n * @param {number[]} nums\n * @return {number}\n */\nvar rob = function(nums) {\n    \n};""}]","

1 <= nums.length <= 100
0 <= nums[i] <= 1000

",null,"You are a professional robber planning to rob houses along a street. Each house has a certain amount of money stashed. All houses at this place are arranged in a circle. That means the first house is the neighbor of the last one. Meanwhile, adjacent houses have a security system connected, and it will automatically contact the police if two adjacent houses were broken into on the same night.
Given an integer array nums representing the amount of money of each house, return the maximum amount of money you can rob tonight without alerting the police.
 
","[{""example_text"":""\nInput: nums = [2,3,2]\nOutput: 3\nExplanation: You cannot rob house 1 (money = 2) and then rob house 3 (money = 2), because they are adjacent houses.\n"",""example_img_source"":null},{""example_text"":""\nInput: nums = [1,2,3,1]\nOutput: 4\nExplanation: Rob house 1 (money = 1) and then rob house 3 (money = 3).\nTotal amount you can rob = 1 + 3 = 4.\n"",""example_img_source"":null},{""example_text"":""\nInput: nums = [1,2,3]\nOutput: 3\n"",""example_img_source"":null}]",house-robber-ii,House Robber Ii
63b5953c8ad4593d6b7b01ff,"[{""lang"":""Python3"",""langSlug"":""python3"",""code"":""class Solution:\n    def longestPalindrome(self, s: str) -> str:\n        ""},{""lang"":""JavaScript"",""langSlug"":""javascript"",""code"":""/**\n * @param {string} s\n * @return {string}\n */\nvar longestPalindrome = function(s) {\n    \n};""}]","

1 <= s.length <= 1000
s consist of only digits and English letters.

",null,"Given a string s, return the longest palindromic substring in s.
 
","[{""example_text"":""\nInput: s = \""babad\""\nOutput: \""bab\""\nExplanation: \""aba\"" is also a valid answer.\n"",""example_img_source"":null},{""example_text"":""\nInput: s = \""cbbd\""\nOutput: \""bb\""\n"",""example_img_source"":null}]",longest-palindromic-substring,Longest Palindromic Substring
63b5953c8ad4593d6b7b0200,"[{""lang"":""Python3"",""langSlug"":""python3"",""code"":""class Solution:\n    def countSubstrings(self, s: str) -> int:\n        ""},{""lang"":""JavaScript"",""langSlug"":""javascript"",""code"":""/**\n * @param {string} s\n * @return {number}\n */\nvar countSubstrings = function(s) {\n    \n};""}]","

1 <= s.length <= 1000
s consists of lowercase English letters.

",null,"Given a string s, return the number of palindromic substrings in it.
A string is a palindrome when it reads the same backward as forward.
A substring is a contiguous sequence of characters within the string.
 
","[{""example_text"":""\nInput: s = \""abc\""\nOutput: 3\nExplanation: Three palindromic strings: \""a\"", \""b\"", \""c\"".\n"",""example_img_source"":null},{""example_text"":""\nInput: s = \""aaa\""\nOutput: 6\nExplanation: Six palindromic strings: \""a\"", \""a\"", \""a\"", \""aa\"", \""aa\"", \""aaa\"".\n"",""example_img_source"":null}]",palindromic-substrings,Palindromic Substrings
63b5953d8ad4593d6b7b0201,"[{""lang"":""Python3"",""langSlug"":""python3"",""code"":""class Solution:\n    def numDecodings(self, s: str) -> int:\n        ""},{""lang"":""JavaScript"",""langSlug"":""javascript"",""code"":""/**\n * @param {string} s\n * @return {number}\n */\nvar numDecodings = function(s) {\n    \n};""}]","

1 <= s.length <= 100
s contains only digits and may contain leading zero(s).

",null,"A message containing letters from A-Z can be encoded into numbers using the following mapping:

'A' -> ""1""
'B' -> ""2""
...
'Z' -> ""26""

To decode an encoded message, all the digits must be grouped then mapped back into letters using the reverse of the mapping above (there may be multiple ways). For example, ""11106"" can be mapped into:

""AAJF"" with the grouping (1 1 10 6)
""KJF"" with the grouping (11 10 6)

Note that the grouping (1 11 06) is invalid because ""06"" cannot be mapped into 'F' since ""6"" is different from ""06"".
Given a string s containing only digits, return the number of ways to decode it.
The test cases are generated so that the answer fits in a 32-bit integer.
 
","[{""example_text"":""\nInput: s = \""12\""\nOutput: 2\nExplanation: \""12\"" could be decoded as \""AB\"" (1 2) or \""L\"" (12).\n"",""example_img_source"":null},{""example_text"":""\nInput: s = \""226\""\nOutput: 3\nExplanation: \""226\"" could be decoded as \""BZ\"" (2 26), \""VF\"" (22 6), or \""BBF\"" (2 2 6).\n"",""example_img_source"":null},{""example_text"":""\nInput: s = \""06\""\nOutput: 0\nExplanation: \""06\"" cannot be mapped to \""F\"" because of the leading zero (\""6\"" is different from \""06\"").\n"",""example_img_source"":null}]",decode-ways,Decode Ways
63b5953e8ad4593d6b7b0202,"[{""lang"":""Python3"",""langSlug"":""python3"",""code"":""class Solution:\n    def coinChange(self, coins: List[int], amount: int) -> int:\n        ""},{""lang"":""JavaScript"",""langSlug"":""javascript"",""code"":""/**\n * @param {number[]} coins\n * @param {number} amount\n * @return {number}\n */\nvar coinChange = function(coins, amount) {\n    \n};""}]","

1 <= coins.length <= 12
1 <= coins[i] <= 231 - 1
0 <= amount <= 104

",null,"You are given an integer array coins representing coins of different denominations and an integer amount representing a total amount of money.
Return the fewest number of coins that you need to make up that amount. If that amount of money cannot be made up by any combination of the coins, return -1.
You may assume that you have an infinite number of each kind of coin.
 
","[{""example_text"":""\nInput: coins = [1,2,5], amount = 11\nOutput: 3\nExplanation: 11 = 5 + 5 + 1\n"",""example_img_source"":null},{""example_text"":""\nInput: coins = [2], amount = 3\nOutput: -1\n"",""example_img_source"":null},{""example_text"":""\nInput: coins = [1], amount = 0\nOutput: 0\n"",""example_img_source"":null}]",coin-change,Coin Change
63b5953f8ad4593d6b7b0203,"[{""lang"":""Python3"",""langSlug"":""python3"",""code"":""class Solution:\n    def maxProduct(self, nums: List[int]) -> int:\n        ""},{""lang"":""JavaScript"",""langSlug"":""javascript"",""code"":""/**\n * @param {number[]} nums\n * @return {number}\n */\nvar maxProduct = function(nums) {\n    \n};""}]","

1 <= nums.length <= 2 * 104
-10 <= nums[i] <= 10
The product of any prefix or suffix of nums is guaranteed to fit in a 32-bit integer.

",null,"Given an integer array nums, find a subarray that has the largest product, and return the product.
The test cases are generated so that the answer will fit in a 32-bit integer.
 
","[{""example_text"":""\nInput: nums = [2,3,-2,4]\nOutput: 6\nExplanation: [2,3] has the largest product 6.\n"",""example_img_source"":null},{""example_text"":""\nInput: nums = [-2,0,-1]\nOutput: 0\nExplanation: The result cannot be 2, because [-2,-1] is not a subarray.\n"",""example_img_source"":null}]",maximum-product-subarray,Maximum Product Subarray
63b595408ad4593d6b7b0204,"[{""lang"":""Python3"",""langSlug"":""python3"",""code"":""class Solution:\n    def wordBreak(self, s: str, wordDict: List[str]) -> bool:\n        ""},{""lang"":""JavaScript"",""langSlug"":""javascript"",""code"":""/**\n * @param {string} s\n * @param {string[]} wordDict\n * @return {boolean}\n */\nvar wordBreak = function(s, wordDict) {\n    \n};""}]","

1 <= s.length <= 300
1 <= wordDict.length <= 1000
1 <= wordDict[i].length <= 20
s and wordDict[i] consist of only lowercase English letters.
All the strings of wordDict are unique.

",null,"Given a string s and a dictionary of strings wordDict, return true if s can be segmented into a space-separated sequence of one or more dictionary words.
Note that the same word in the dictionary may be reused multiple times in the segmentation.
 
","[{""example_text"":""\nInput: s = \""leetcode\"", wordDict = [\""leet\"",\""code\""]\nOutput: true\nExplanation: Return true because \""leetcode\"" can be segmented as \""leet code\"".\n"",""example_img_source"":null},{""example_text"":""\nInput: s = \""applepenapple\"", wordDict = [\""apple\"",\""pen\""]\nOutput: true\nExplanation: Return true because \""applepenapple\"" can be segmented as \""apple pen apple\"".\nNote that you are allowed to reuse a dictionary word.\n"",""example_img_source"":null},{""example_text"":""\nInput: s = \""catsandog\"", wordDict = [\""cats\"",\""dog\"",\""sand\"",\""and\"",\""cat\""]\nOutput: false\n"",""example_img_source"":null}]",word-break,Word Break
63b595418ad4593d6b7b0205,"[{""lang"":""Python3"",""langSlug"":""python3"",""code"":""class Solution:\n    def lengthOfLIS(self, nums: List[int]) -> int:\n        ""},{""lang"":""JavaScript"",""langSlug"":""javascript"",""code"":""/**\n * @param {number[]} nums\n * @return {number}\n */\nvar lengthOfLIS = function(nums) {\n    \n};""}]","

1 <= nums.length <= 2500
-104 <= nums[i] <= 104

 
Follow up: Can you come up with an algorithm that runs in O(n log(n)) time complexity?
",null,"Given an integer array nums, return the length of the longest strictly increasing subsequence.
 
","[{""example_text"":""\nInput: nums = [10,9,2,5,3,7,101,18]\nOutput: 4\nExplanation: The longest increasing subsequence is [2,3,7,101], therefore the length is 4.\n"",""example_img_source"":null},{""example_text"":""\nInput: nums = [0,1,0,3,2,3]\nOutput: 4\n"",""example_img_source"":null},{""example_text"":""\nInput: nums = [7,7,7,7,7,7,7]\nOutput: 1\n"",""example_img_source"":null}]",longest-increasing-subsequence,Longest Increasing Subsequence
